1 2 3 1.0
184 11 3 3.0001220703099998
185 11 21 4.0
186 11 35 4.0
187 11 28 4.0
188 11 14 4.0
189 11 30 4.0
190 11 7 4.00012207031
191 11 2 4.00012207031
192 11 34 5.0
193 11 36 5.0
194 11 20 5.0
195 11 41 5.0
196 11 27 5.0
197 11 13 5.00012207031
198 11 1 5.0002441406199996
199 11 33 6.0
200 11 40 6.0
201 11 42 6.0
202 11 47 6.0
203 11 26 6.0
204 11 19 6.00012207031
205 12 18 1.0
206 12 11 1.0
207 12 6 1.00012207031
208 12 10 2.0
209 12 24 2.0
210 12 17 2.0
211 12 5 2.0001220703099998
212 12 9 3.0
213 12 23 3.0
214 12 30 3.0
215 12 16 3.0
216 12 4 3.0001220703099998
217 12 22 4.0
218 12 36 4.0
219 12 29 4.0
220 12 8 4.0
221 12 15 4.0
222 12 3 4.00012207031
223 12 21 5.0
224 12 42 5.0
225 12 35 5.0
226 12 28 5.0
227 12 14 5.0
228 12 7 5.00012207031
229 12 2 5.00012207031
230 12 34 6.0
231 12 20 6.0
232 12 41 6.0
233 12 48 6.0
234 12 27 6.0
235 12 13 6.00012207031
236 12 1 6.0002441406199996
237 13 7 1.0
238 13 1 2.0001220703099998
239 14 8 1.0
240 14 13 1.00012207031
241 14 7 2.0001220703099998
242 14 2 2.0001220703099998
243 14 3 3.0001220703099998
244 14 1 3.0002441406199996
245 14 4 4.00012207031
246 14 5 5.00012207031
247 14 6 6.00012207031
248 14 11 6.0002441406199996
249 15 9 1.0
250 15 14 1.0
251 15 16 1.0
252 15 17 2.0
253 15 10 2.0
254 15 8 2.0
255 15 3 2.0001220703099998
256 15 13 2.0001220703099998
257 15 18 3.0
258 15 11 3.0
259 15 23 3.0
260 15 4 3.0001220703099998
261 15 2 3.0001220703099998
262 15 7 3.0001220703099998
263 15 22 4.0
264 15 12 4.0
265 15 24 4.0
266 15 29 4.0
267 15 5 4.00012207031
268 15 1 4.0002441406199996
269 15 35 5.0
270 15 21 5.0
271 15 28 5.0
272 15 30 5.0
273 15 6 5.00012207031
274 15 36 6.0
275 15 20 6.0
276 15 41 6.0
277 15 34 6.0
278 15 27 6.0
279 16 17 1.0
280 16 10 1.0
281 16 15 1.0
282 16 18 2.0
283 16 11 2.0
284 16 23 2.0
285 16 9 2.0
286 16 14 2.0
287 16 4 2.0001220703099998
288 16 22 3.0
289 16 12 3.0
290 16 24 3.0
291 16 29 3.0
292 16 8 3.0
293 16 5 3.0001220703099998
294 16 3 3.0001220703099998
295 16 13 3.0001220703099998
296 16 35 4.0
297 16 21 4.0
298 16 28 4.0
299 16 30 4.0
300 16 6 4.00012207031
301 16 2 4.00012207031
302 16 7 4.00012207031
303 16 34 5.0
304 16 36 5.0
305 16 20 5.0
306 16 41 5.0
307 16 27 5.0
308 16 1 5.0002441406199996
309 16 33 6.0
310 16 40 6.0
311 16 42 6.0
312 16 47 6.0
313 16 26 6.0
314 16 19 6.00012207031
315 17 18 1.0
316 17 11 1.0
317 17 23 1.0
318 17 16 1.0
319 17 10 2.0
320 17 22 2.0
321 17 12 2.0
322 17 24 2.0
323 17 29 2.0
324 17 15 2.0
325 17 5 2.0001220703099998
326 17 9 3.0
327 17 35 3.0
328 17 21 3.0
329 17 14 3.0
330 17 28 3.0
331 17 30 3.0
332 17 6 3.0001220703099998
333 17 4 3.0001220703099998
334 17 34 4.0
335 17 36 4.0
336 17 20 4.0
337 17 41 4.0
338 17 27 4.0
339 17 8 4.0
340 17 3 4.00012207031
341 17 13 4.00012207031
342 17 33 5.0
343 17 40 5.0
344 17 42 5.0
345 17 47 5.0
346 17 26 5.0
347 17 19 5.00012207031
348 17 7 5.00012207031
349 17 2 5.00012207031
350 17 39 6.0
351 17 46 6.0
352 17 48 6.0
353 17 53 6.0
354 17 32 6.0
355 17 25 6.00012207031
356 17 1 6.0002441406199996
357 18 17 1.0
358 18 12 1.0
359 18 24 1.0
360 18 11 2.0
361 18 23 2.0
362 18 16 2.0
363 18 30 2.0
364 18 6 2.0001220703099998
365 18 36 3.0
366 18 22 3.0
367 18 10 3.0
368 18 29 3.0
369 18 15 3.0
370 18 5 3.0001220703099998
371 18 35 4.0
372 18 9 4.0
373 18 21 4.0
374 18 42 4.0
375 18 14 4.0
376 18 28 4.0
377 18 4 4.00012207031
378 18 34 5.0
379 18 20 5.0
380 18 41 5.0
381 18 48 5.0
382 18 27 5.0
383 18 8 5.0
384 18 3 5.00012207031
385 18 13 5.00012207031
386 18 33 6.0
387 18 40 6.0
388 18 47 6.0
389 18 26 6.0
390 18 54 6.0
391 18 19 6.00012207031
392 18 7 6.00012207031
393 18 2 6.00012207031
394 19 13 1.0
395 19 7 2.0
396 19 1 3.0001220703099998
397 20 21 1.0
398 20 14 1.0
399 20 19 1.00012207031
400 20 15 2.0
401 20 8 2.0
402 20 13 2.0001220703099998
403 20 9 3.0
404 20 16 3.0
405 20 2 3.0001220703099998
406 20 7 3.0001220703099998
407 20 17 4.0
408 20 10 4.0
409 20 3 4.00012207031
410 20 1 4.0002441406199996
411 20 18 5.0
412 20 11 5.0
413 20 23 5.0
414 20 4 5.00012207031
415 20 22 6.0
416 20 12 6.0
417 20 24 6.0
418 20 29 6.0
419 20 5 6.00012207031
420 21 20 1.0
421 21 15 1.0
422 21 9 2.0
423 21 14 2.0
424 21 16 2.0
425 21 19 2.0001220703099998
426 21 17 3.0
427 21 10 3.0
428 21 8 3.0
429 21 3 3.0001220703099998
430 21 13 3.0001220703099998
431 21 18 4.0
432 21 11 4.0
433 21 23 4.0
434 21 4 4.00012207031
435 21 2 4.00012207031
436 21 7 4.00012207031
437 21 22 5.0
438 21 12 5.0
439 21 24 5.0
440 21 29 5.0
441 21 5 5.00012207031
442 21 1 5.0002441406199996
443 21 35 6.0
444 21 28 6.0
445 21 30 6.0
446 21 6 6.00012207031
447 22 21 1.0
448 22 23 1.0
449 22 16 1.0
450 22 17 2.0
451 22 20 2.0
452 22 10 2.0
453 22 24 2.0
454 22 15 2.0
455 22 29 2.0
456 22 18 3.0
457 22 9 3.0
458 22 35 3.0
459 22 11 3.0
460 22 28 3.0
461 22 14 3.0
462 22 30 3.0
463 22 19 3.0001220703099998
464 22 4 3.0001220703099998
465 22 34 4.0
466 22 36 4.0
467 22 41 4.0
468 22 12 4.0
469 22 27 4.0
470 22 8 4.0
471 22 5 4.00012207031
472 22 3 4.00012207031
473 22 13 4.00012207031
474 22 33 5.0
475 22 40 5.0
476 22 42 5.0
477 22 47 5.0
478 22 26 5.0
479 22 6 5.00012207031
480 22 2 5.00012207031
481 22 7 5.00012207031
482 22 39 6.0
483 22 46 6.0
484 22 48 6.0
485 22 53 6.0
486 22 32 6.0
487 22 25 6.00012207031
488 22 1 6.0002441406199996
489 23 17 1.0
490 23 22 1.0
491 23 24 1.0
492 23 29 1.0
493 23 18 2.0
494 23 35 2.0
495 23 21 2.0
496 23 11 2.0
497 23 16 2.0
498 23 28 2.0
499 23 30 2.0
500 23 36 3.0
501 23 20 3.0
502 23 10 3.0
503 23 34 3.0
504 23 41 3.0
505 23 12 3.0
506 23 27 3.0
507 23 15 3.0
508 23 5 3.0001220703099998
509 23 33 4.0
510 23 9 4.0
511 23 40 4.0
512 23 42 4.0
513 23 47 4.0
514 23 14 4.0
515 23 26 4.0
516 23 19 4.00012207031
517 23 6 4.00012207031
518 23 4 4.00012207031
519 23 39 5.0
520 23 46 5.0
521 23 48 5.0
522 23 53 5.0
523 23 32 5.0
524 23 8 5.0
525 23 3 5.00012207031
526 23 25 5.00012207031
527 23 13 5.00012207031
528 23 38 6.0
529 23 45 6.0
530 23 52 6.0
531 23 54 6.0
532 23 59 6.0
533 23 7 6.00012207031
534 23 2 6.00012207031
535 23 31 6.00012207031
536 24 18 1.0
537 24 23 1.0
538 24 30 1.0
539 24 22 2.0
540 24 36 2.0
541 24 12 2.0
542 24 17 2.0
543 24 29 2.0
544 24 21 3.0
545 24 42 3.0
546 24 11 3.0
547 24 35 3.0
548 24 28 3.0
549 24 16 3.0
550 24 6 3.0001220703099998
551 24 34 4.0
552 24 10 4.0
553 24 41 4.0
554 24 20 4.0
555 24 48 4.0
556 24 27 4.0
557 24 15 4.0
558 24 5 4.00012207031
559 24 33 5.0
560 24 9 5.0
561 24 40 5.0
562 24 47 5.0
563 24 54 5.0
564 24 14 5.0
565 24 26 5.0
566 24 19 5.00012207031
567 24 4 5.00012207031
568 24 39 6.0
569 24 46 6.0
570 24 53 6.0
571 24 8 6.0
572 24 60 6.0
573 24 32 6.0
574 24 3 6.00012207031
575 24 25 6.00012207031
576 24 13 6.00012207031
577 25 19 1.0
578 25 13 2.0
579 25 7 3.0
580 25 1 4.00012207031
581 26 20 1.0
582 26 25 1.00012207031
583 26 21 2.0
584 26 14 2.0
585 26 19 2.0001220703099998
586 26 15 3.0
587 26 8 3.0
588 26 13 3.0001220703099998
589 26 9 4.0
590 26 16 4.0
591 26 2 4.00012207031
592 26 7 4.00012207031
593 26 17 5.0
594 26 10 5.0
595 26 3 5.00012207031
596 26 1 5.0002441406199996
597 26 18 6.0
598 26 11 6.0
599 26 23 6.0
600 26 4 6.00012207031
601 27 21 1.0
602 27 26 1.0
603 27 28 1.0
604 27 20 2.0
605 27 22 2.0
606 27 15 2.0
607 27 29 2.0
608 27 25 2.0001220703099998
609 27 9 3.0
610 27 35 3.0
611 27 23 3.0
612 27 16 3.0
613 27 14 3.0
614 27 30 3.0
615 27 19 3.0001220703099998
616 27 34 4.0
617 27 36 4.0
618 27 17 4.0
619 27 10 4.0
620 27 41 4.0
621 27 24 4.0
622 27 8 4.0
623 27 3 4.00012207031
624 27 13 4.00012207031
625 27 33 5.0
626 27 18 5.0
627 27 40 5.0
628 27 42 5.0
629 27 11 5.0
630 27 47 5.0
631 27 2 5.00012207031
632 27 7 5.00012207031
633 27 4 5.00012207031
634 27 39 6.0
635 27 46 6.0
636 27 12 6.0
637 27 48 6.0
638 27 53 6.0
639 27 32 6.0
640 27 5 6.00012207031
641 27 1 6.0002441406199996
642 28 22 1.0
643 28 27 1.0
644 28 29 1.0
645 28 21 2.0
646 28 35 2.0
647 28 23 2.0
648 28 16 2.0
649 28 26 2.0
650 28 30 2.0
651 28 34 3.0
652 28 17 3.0
653 28 36 3.0
654 28 20 3.0
655 28 10 3.0
656 28 41 3.0
657 28 24 3.0
658 28 15 3.0
659 28 25 3.0001220703099998
660 28 18 4.0
661 28 9 4.0
662 28 40 4.0
663 28 42 4.0
664 28 11 4.0
665 28 47 4.0
666 28 33 4.0
667 28 14 4.0
668 28 19 4.00012207031
669 28 4 4.00012207031
670 28 39 5.0
671 28 46 5.0
672 28 12 5.0
673 28 48 5.0
674 28 53 5.0
675 28 8 5.0
676 28 32 5.0
677 28 5 5.00012207031
678 28 3 5.00012207031
679 28 13 5.00012207031
680 28 38 6.0
681 28 45 6.0
682 28 52 6.0
683 28 54 6.0
684 28 59 6.0
685 28 6 6.00012207031
686 28 2 6.00012207031
687 28 7 6.00012207031
688 28 31 6.00012207031
689 29 35 1.0
690 29 23 1.0
691 29 28 1.0
692 29 30 1.0
693 29 36 2.0
694 29 17 2.0
695 29 34 2.0
696 29 22 2.0
697 29 41 2.0
698 29 24 2.0
699 29 27 2.0
700 29 18 3.0
701 29 33 3.0
702 29 40 3.0
703 29 21 3.0
704 29 11 3.0
705 29 42 3.0
706 29 47 3.0
707 29 16 3.0
708 29 26 3.0
709 29 39 4.0
710 29 10 4.0
711 29 20 4.0
712 29 46 4.0
713 29 12 4.0
714 29 48 4.0
715 29 53 4.0
716 29 32 4.0
717 29 15 4.0
718 29 5 4.00012207031
719 29 25 4.00012207031
720 29 38 5.0
721 29 9 5.0
722 29 45 5.0
723 29 52 5.0
724 29 54 5.0
725 29 14 5.0
726 29 59 5.0
727 29 19 5.00012207031
728 29 6 5.00012207031
729 29 4 5.00012207031
730 29 31 5.00012207031
731 29 44 6.0
732 29 65 6.0
733 29 51 6.0
734 29 60 6.0
735 29 8 6.0
736 29 58 6.0
737 29 37 6.00012207031
738 29 3 6.00012207031
739 29 13 6.00012207031
740 30 36 1.0
741 30 24 1.0
742 30 29 1.0
743 30 35 2.0
744 30 18 2.0
745 30 42 2.0
746 30 23 2.0
747 30 28 2.0
748 30 17 3.0
749 30 41 3.0
750 30 22 3.0
751 30 34 3.0
752 30 12 3.0
753 30 48 3.0
754 30 27 3.0
755 30 33 4.0
756 30 40 4.0
757 30 21 4.0
758 30 11 4.0
759 30 47 4.0
760 30 26 4.0
761 30 16 4.0
762 30 54 4.0
763 30 6 4.00012207031
764 30 10 5.0
765 30 20 5.0
766 30 46 5.0
767 30 39 5.0
768 30 53 5.0
769 30 15 5.0
770 30 32 5.0
771 30 60 5.0
772 30 5 5.00012207031
773 30 25 5.00012207031
774 30 66 6.0
775 30 38 6.0
776 30 9 6.0
777 30 45 6.0
778 30 52 6.0
779 30 14 6.0
780 30 59 6.0
781 30 19 6.00012207031
782 30 4 6.00012207031
783 30 31 6.00012207031
784 31 25 1.0
785 31 19 2.0
786 31 13 3.0
787 31 7 4.0
788 31 1 5.00012207031
789 32 26 1.0
790 32 31 1.00012207031
791 32 20 2.0
792 32 25 2.0001220703099998
793 32 21 3.0
794 32 14 3.0
795 32 19 3.0001220703099998
796 32 15 4.0
797 32 8 4.0
798 32 13 4.00012207031
799 32 9 5.0
800 32 16 5.0
801 32 7 5.00012207031
802 32 2 5.00012207031
803 32 17 6.0
804 32 10 6.0
805 32 3 6.00012207031
806 32 1 6.0002441406199996
807 33 27 1.0
808 33 32 1.0
809 33 21 2.0
810 33 26 2.0
811 33 28 2.0
812 33 31 2.0001220703099998
813 33 22 3.0
814 33 20 3.0
815 33 15 3.0
816 33 29 3.0
817 33 25 3.0001220703099998
818 33 9 4.0
819 33 35 4.0
820 33 23 4.0
821 33 16 4.0
822 33 14 4.0
823 33 30 4.0
824 33 19 4.00012207031
825 33 34 5.0
826 33 36 5.0
827 33 17 5.0
828 33 10 5.0
829 33 41 5.0
830 33 24 5.0
831 33 8 5.0
832 33 3 5.00012207031
833 33 13 5.00012207031
834 33 18 6.0
835 33 40 6.0
836 33 42 6.0
837 33 11 6.0
838 33 47 6.0
839 33 2 6.00012207031
840 33 4 6.00012207031
841 33 7 6.00012207031
842 34 33 1.0
843 34 35 1.0
844 34 28 1.0
845 34 41 2.0
846 34 22 2.0
847 34 36 2.0
848 34 27 2.0
849 34 32 2.0
850 34 29 2.0
851 34 21 3.0
852 34 42 3.0
853 34 47 3.0
854 34 23 3.0
855 34 40 3.0
856 34 26 3.0
857 34 30 3.0
858 34 16 3.0
859 34 31 3.0001220703099998
860 34 39 4.0
861 34 10 4.0
862 34 20 4.0
863 34 46 4.0
864 34 48 4.0
865 34 17 4.0
866 34 24 4.0
867 34 53 4.0
868 34 15 4.0
869 34 25 4.00012207031
870 34 9 5.0
871 34 18 5.0
872 34 11 5.0
873 34 45 5.0
874 34 38 5.0
875 34 52 5.0
876 34 54 5.0
877 34 14 5.0
878 34 59 5.0
879 34 19 5.00012207031
880 34 4 5.00012207031
881 34 65 6.0
882 34 44 6.0
883 34 12 6.0
884 34 51 6.0
885 34 58 6.0
886 34 8 6.0
887 34 60 6.0
888 34 5 6.00012207031
889 34 37 6.00012207031
890 34 3 6.00012207031
891 34 13 6.00012207031
892 35 34 1.0
893 35 36 1.0
894 35 41 1.0
895 35 29 1.0
896 35 40 2.0
897 35 42 2.0
898 35 47 2.0
899 35 23 2.0
900 35 33 2.0
901 35 28 2.0
902 35 30 2.0
903 35 39 3.0
904 35 17 3.0
905 35 22 3.0
906 35 46 3.0
907 35 48 3.0
908 35 24 3.0
909 35 27 3.0
910 35 53 3.0
911 35 32 3.0
912 35 38 4.0
913 35 18 4.0
914 35 11 4.0
915 35 21 4.0
916 35 45 4.0
917 35 26 4.0
918 35 52 4.0
919 35 54 4.0
920 35 16 4.0
921 35 59 4.0
922 35 31 4.00012207031
923 35 65 5.0
924 35 20 5.0
925 35 44 5.0
926 35 12 5.0
927 35 10 5.0
928 35 51 5.0
929 35 58 5.0
930 35 60 5.0
931 35 15 5.0
932 35 37 5.00012207031
933 35 5 5.00012207031
934 35 25 5.00012207031
935 35 71 6.0
936 35 66 6.0
937 35 9 6.0
938 35 50 6.0
939 35 14 6.0
940 35 64 6.0
941 35 57 6.0
942 35 43 6.00012207031
943 35 6 6.00012207031
944 35 4 6.00012207031
945 35 19 6.00012207031
946 36 35 1.0
947 36 42 1.0
948 36 30 1.0
949 36 41 2.0
950 36 48 2.0
951 36 34 2.0
952 36 24 2.0
953 36 29 2.0
954 36 18 3.0
955 36 33 3.0
956 36 47 3.0
957 36 23 3.0
958 36 40 3.0
959 36 28 3.0
960 36 54 3.0
961 36 39 4.0
962 36 17 4.0
963 36 22 4.0
964 36 46 4.0
965 36 12 4.0
966 36 27 4.0
967 36 53 4.0
968 36 32 4.0
969 36 60 4.0
970 36 38 5.0
971 36 66 5.0
972 36 21 5.0
973 36 11 5.0
974 36 45 5.0
975 36 26 5.0
976 36 52 5.0
977 36 59 5.0
978 36 16 5.0
979 36 6 5.00012207031
980 36 31 5.00012207031
981 36 65 6.0
982 36 72 6.0
983 36 20 6.0
984 36 10 6.0
985 36 44 6.0
986 36 51 6.0
987 36 15 6.0
988 36 58 6.0
989 36 37 6.00012207031
990 36 5 6.00012207031
991 36 25 6.00012207031
992 37 31 1.0
993 37 25 2.0
994 37 19 3.0
995 37 13 4.0
996 37 7 5.0
997 37 1 6.00012207031
998 38 39 1.0
999 38 32 1.0
1000 38 37 1.00012207031
1001 38 33 2.0
1002 38 40 2.0
1003 38 26 2.0
1004 38 31 2.0001220703099998
1005 38 20 3.0
1006 38 41 3.0
1007 38 34 3.0
1008 38 27 3.0
1009 38 25 3.0001220703099998
1010 38 21 4.0
1011 38 42 4.0
1012 38 47 4.0
1013 38 35 4.0
1014 38 14 4.0
1015 38 28 4.0
1016 38 19 4.00012207031
1017 38 36 5.0
1018 38 22 5.0
1019 38 46 5.0
1020 38 48 5.0
1021 38 53 5.0
1022 38 15 5.0
1023 38 8 5.0
1024 38 29 5.0
1025 38 13 5.00012207031
1026 38 9 6.0
1027 38 45 6.0
1028 38 23 6.0
1029 38 52 6.0
1030 38 54 6.0
1031 38 30 6.0
1032 38 16 6.0
1033 38 59 6.0
1034 38 7 6.00012207031
1035 38 2 6.00012207031
1036 39 33 1.0
1037 39 38 1.0
1038 39 40 1.0
1039 39 34 2.0
1040 39 41 2.0
1041 39 27 2.0
1042 39 32 2.0
1043 39 37 2.0001220703099998
1044 39 35 3.0
1045 39 42 3.0
1046 39 21 3.0
1047 39 47 3.0
1048 39 28 3.0
1049 39 26 3.0
1050 39 31 3.0001220703099998
1051 39 20 4.0
1052 39 22 4.0
1053 39 46 4.0
1054 39 48 4.0
1055 39 36 4.0
1056 39 53 4.0
1057 39 15 4.0
1058 39 29 4.0
1059 39 25 4.00012207031
1060 39 9 5.0
1061 39 45 5.0
1062 39 23 5.0
1063 39 52 5.0
1064 39 54 5.0
1065 39 14 5.0
1066 39 59 5.0
1067 39 30 5.0
1068 39 16 5.0
1069 39 19 5.00012207031
1070 39 17 6.0
1071 39 65 6.0
1072 39 10 6.0
1073 39 44 6.0
1074 39 24 6.0
1075 39 51 6.0
1076 39 60 6.0
1077 39 8 6.0
1078 39 58 6.0
1079 39 3 6.00012207031
1080 39 13 6.00012207031
1081 40 34 1.0
1082 40 39 1.0
1083 40 41 1.0
1084 40 35 2.0
1085 40 33 2.0
1086 40 38 2.0
1087 40 42 2.0
1088 40 47 2.0
1089 40 28 2.0
1090 40 46 3.0
1091 40 22 3.0
1092 40 36 3.0
1093 40 48 3.0
1094 40 53 3.0
1095 40 27 3.0
1096 40 32 3.0
1097 40 29 3.0
1098 40 37 3.0001220703099998
1099 40 21 4.0
1100 40 45 4.0
1101 40 23 4.0
1102 40 26 4.0
1103 40 52 4.0
1104 40 54 4.0
1105 40 30 4.0
1106 40 16 4.0
1107 40 59 4.0
1108 40 31 4.00012207031
1109 40 17 5.0
1110 40 65 5.0
1111 40 10 5.0
1112 40 44 5.0
1113 40 24 5.0
1114 40 20 5.0
1115 40 51 5.0
1116 40 15 5.0
1117 40 60 5.0
1118 40 58 5.0
1119 40 25 5.00012207031
1120 40 71 6.0
1121 40 9 6.0
1122 40 18 6.0
1123 40 11 6.0
1124 40 66 6.0
1125 40 50 6.0
1126 40 64 6.0
1127 40 14 6.0
1128 40 57 6.0
1129 40 19 6.00012207031
1130 40 43 6.00012207031
1131 40 4 6.00012207031
1132 41 35 1.0
1133 41 40 1.0
1134 41 42 1.0
1135 41 47 1.0
1136 41 34 2.0
1137 41 36 2.0
1138 41 39 2.0
1139 41 46 2.0
1140 41 48 2.0
1141 41 29 2.0
1142 41 53 2.0
1143 41 38 3.0
1144 41 33 3.0
1145 41 45 3.0
1146 41 23 3.0
1147 41 52 3.0
1148 41 54 3.0
1149 41 28 3.0
1150 41 30 3.0
1151 41 59 3.0
1152 41 17 4.0
1153 41 65 4.0
1154 41 44 4.0
1155 41 22 4.0
1156 41 24 4.0
1157 41 51 4.0
1158 41 27 4.0
1159 41 60 4.0
1160 41 32 4.0
1161 41 58 4.0
1162 41 37 4.00012207031
1163 41 18 5.0
1164 41 66 5.0
1165 41 71 5.0
1166 41 21 5.0
1167 41 11 5.0
1168 41 26 5.0
1169 41 16 5.0
1170 41 50 5.0
1171 41 57 5.0
1172 41 64 5.0
1173 41 43 5.00012207031
1174 41 31 5.00012207031
1175 41 70 6.0
1176 41 78 6.0
1177 41 20 6.0
1178 41 72 6.0
1179 41 10 6.0
1180 41 12 6.0
1181 41 56 6.0
1182 41 15 6.0
1183 41 63 6.0
1184 41 5 6.00012207031
1185 41 49 6.00012207031
1186 41 25 6.00012207031
1187 42 36 1.0
1188 42 41 1.0
1189 42 48 1.0
1190 42 35 2.0
1191 42 40 2.0
1192 42 47 2.0
1193 42 30 2.0
1194 42 54 2.0
1195 42 34 3.0
1196 42 39 3.0
1197 42 46 3.0
1198 42 24 3.0
1199 42 53 3.0
1200 42 29 3.0
1201 42 60 3.0
1202 42 33 4.0
1203 42 38 4.0
1204 42 18 4.0
1205 42 66 4.0
1206 42 45 4.0
1207 42 23 4.0
1208 42 28 4.0
1209 42 52 4.0
1210 42 59 4.0
1211 42 72 5.0
1212 42 65 5.0
1213 42 44 5.0
1214 42 17 5.0
1215 42 22 5.0
1216 42 12 5.0
1217 42 51 5.0
1218 42 27 5.0
1219 42 32 5.0
1220 42 58 5.0
1221 42 37 5.00012207031
1222 42 71 6.0
1223 42 76 6.0
1224 42 21 6.0
1225 42 11 6.0
1226 42 50 6.0
1227 42 64 6.0
1228 42 26 6.0
1229 42 57 6.0
1230 42 16 6.0
1231 42 43 6.00012207031
1232 42 6 6.00012207031
1233 42 31 6.00012207031
1234 43 37 1.0
1235 43 31 2.0
1236 43 25 3.0
1237 43 19 4.0
1238 43 13 5.0
1239 43 7 6.0
1240 44 38 1.0
1241 44 43 1.00012207031
1242 44 39 2.0
1243 44 32 2.0
1244 44 37 2.0001220703099998
1245 44 33 3.0
1246 44 40 3.0
1247 44 26 3.0
1248 44 31 3.0001220703099998
1249 44 20 4.0
1250 44 41 4.0
1251 44 34 4.0
1252 44 27 4.0
1253 44 25 4.00012207031
1254 44 21 5.0
1255 44 42 5.0
1256 44 47 5.0
1257 44 35 5.0
1258 44 14 5.0
1259 44 28 5.0
1260 44 19 5.00012207031
1261 44 36 6.0
1262 44 22 6.0
1263 44 46 6.0
1264 44 48 6.0
1265 44 53 6.0
1266 44 15 6.0
1267 44 8 6.0
1268 44 29 6.0
1269 44 13 6.00012207031
1270 45 39 1.0
1271 45 44 1.0
1272 45 38 2.0
1273 45 40 2.0
1274 45 33 2.0
1275 45 43 2.0001220703099998
1276 45 34 3.0
1277 45 41 3.0
1278 45 32 3.0
1279 45 27 3.0
1280 45 37 3.0001220703099998
1281 45 35 4.0
1282 45 42 4.0
1283 45 21 4.0
1284 45 47 4.0
1285 45 28 4.0
1286 45 26 4.0
1287 45 31 4.00012207031
1288 45 20 5.0
1289 45 22 5.0
1290 45 46 5.0
1291 45 48 5.0
1292 45 36 5.0
1293 45 53 5.0
1294 45 15 5.0
1295 45 29 5.0
1296 45 25 5.00012207031
1297 45 9 6.0
1298 45 23 6.0
1299 45 52 6.0
1300 45 54 6.0
1301 45 14 6.0
1302 45 59 6.0
1303 45 30 6.0
1304 45 16 6.0
1305 45 19 6.00012207031
1306 46 40 1.0
1307 46 45 1.0
1308 46 47 1.0
1309 46 34 2.0
1310 46 39 2.0
1311 46 44 2.0
1312 46 41 2.0
1313 46 48 2.0
1314 46 53 2.0
1315 46 35 3.0
1316 46 33 3.0
1317 46 38 3.0
1318 46 42 3.0
1319 46 52 3.0
1320 46 54 3.0
1321 46 28 3.0
1322 46 59 3.0
1323 46 43 3.0001220703099998
1324 46 36 4.0
1325 46 65 4.0
1326 46 22 4.0
1327 46 51 4.0
1328 46 27 4.0
1329 46 58 4.0
1330 46 29 4.0
1331 46 32 4.0
1332 46 60 4.0
1333 46 37 4.00012207031
1334 46 66 5.0
1335 46 71 5.0
1336 46 21 5.0
1337 46 23 5.0
1338 46 26 5.0
1339 46 50 5.0
1340 46 57 5.0
1341 46 64 5.0
1342 46 16 5.0
1343 46 30 5.0
1344 46 31 5.00012207031
1345 46 17 6.0
1346 46 78 6.0
1347 46 20 6.0
1348 46 10 6.0
1349 46 72 6.0
1350 46 70 6.0
1351 46 24 6.0
1352 46 56 6.0
1353 46 15 6.0
1354 46 63 6.0
1355 46 25 6.00012207031
1356 46 49 6.00012207031
1357 47 41 1.0
1358 47 46 1.0
1359 47 48 1.0
1360 47 53 1.0
1361 47 35 2.0
1362 47 40 2.0
1363 47 42 2.0
1364 47 45 2.0
1365 47 54 2.0
1366 47 52 2.0
1367 47 59 2.0
1368 47 34 3.0
1369 47 36 3.0
1370 47 65 3.0
1371 47 39 3.0
1372 47 44 3.0
1373 47 51 3.0
1374 47 29 3.0
1375 47 58 3.0
1376 47 60 3.0
1377 47 66 4.0
1378 47 71 4.0
1379 47 38 4.0
1380 47 33 4.0
1381 47 23 4.0
1382 47 50 4.0
1383 47 28 4.0
1384 47 57 4.0
1385 47 30 4.0
1386 47 64 4.0
1387 47 43 4.00012207031
1388 47 70 5.0
1389 47 72 5.0
1390 47 78 5.0
1391 47 17 5.0
1392 47 22 5.0
1393 47 24 5.0
1394 47 27 5.0
1395 47 56 5.0
1396 47 32 5.0
1397 47 63 5.0
1398 47 37 5.00012207031
1399 47 49 5.00012207031
1400 47 69 6.0
1401 47 18 6.0
1402 47 76 6.0
1403 47 77 6.0
1404 47 11 6.0
1405 47 21 6.0
1406 47 84 6.0
1407 47 26 6.0
1408 47 16 6.0
1409 47 62 6.0
1410 47 55 6.00012207031
1411 47 31 6.00012207031
1412 48 42 1.0
1413 48 47 1.0
1414 48 54 1.0
1415 48 41 2.0
1416 48 46 2.0
1417 48 36 2.0
1418 48 53 2.0
1419 48 60 2.0
1420 48 66 3.0
1421 48 35 3.0
1422 48 40 3.0
1423 48 45 3.0
1424 48 52 3.0
1425 48 59 3.0
1426 48 30 3.0
1427 48 34 4.0
1428 48 65 4.0
1429 48 72 4.0
1430 48 39 4.0
1431 48 44 4.0
1432 48 24 4.0
1433 48 51 4.0
1434 48 58 4.0
1435 48 29 4.0
1436 48 71 5.0
1437 48 38 5.0
1438 48 18 5.0
1439 48 76 5.0
1440 48 33 5.0
1441 48 23 5.0
1442 48 50 5.0
1443 48 64 5.0
1444 48 28 5.0
1445 48 57 5.0
1446 48 43 5.00012207031
1447 48 70 6.0
1448 48 78 6.0
1449 48 80 6.0
1450 48 17 6.0
1451 48 22 6.0
1452 48 12 6.0
