1	1	7	1.00012207
2	1	13	2.00012207
3	1	19	3.00012207
4	1	25	4.00012207
5	1	31	5.00012207
6	1	2	1.00012207
7	1	8	1.414386196
8	1	14	2.236231752
9	1	20	3.162432069
10	1	26	4.123253659
11	1	32	5.099163154
12	1	3	2.00012207
13	1	9	2.236231752
14	1	15	2.828599758
15	1	21	3.605720556
16	1	27	4.47229973
17	1	33	5.385323483
18	1	4	3.00012207
19	1	10	3.162432069
20	1	16	3.605720556
21	1	22	4.24281332
22	1	28	5.000170898
23	1	34	5.831119374
24	1	5	4.00012207
25	1	11	4.123253659
26	1	17	4.47229973
27	1	23	5.000170898
28	1	29	5.657026883
29	1	6	5.00012207
30	1	12	5.099163154
31	1	18	5.385323483
32	1	24	5.831119374
33	2	1	1.00012207
34	2	7	1.414386196
35	2	13	2.236231752
36	2	19	3.162432069
37	2	25	4.123253659
38	2	31	5.099163154
39	2	8	1.00012207
40	2	14	2.00012207
41	2	20	3.00012207
42	2	26	4.00012207
43	2	32	5.00012207
44	2	3	1
45	2	9	1.414299882
46	2	15	2.236177161
47	2	21	3.162393466
48	2	27	4.123224051
49	2	33	5.099139213
50	2	4	2
51	2	10	2.236122571
52	2	16	2.828513442
53	2	22	3.605652844
54	2	28	4.472245138
55	2	34	5.385278147
56	2	5	3
57	2	11	3.162316265
58	2	17	3.605618989
59	2	23	4.242727005
60	2	29	5.000097657
61	2	35	5.83105657
62	2	6	4
63	2	12	4.123135234
64	2	18	4.472190548
65	2	24	5.000073243
66	2	30	5.656940567
67	3	1	2.00012207
68	3	7	2.236231752
69	3	13	2.828599758
70	3	19	3.605720556
71	3	25	4.47229973
72	3	31	5.385323483
73	3	2	1
74	3	8	1.414299882
75	3	14	2.236177161
76	3	20	3.162393466
77	3	26	4.123224051
78	3	32	5.099139213
79	3	9	1.00012207
80	3	15	2.00012207
81	3	21	3.00012207
82	3	27	4.00012207
83	3	33	5.00012207
84	3	4	1
85	3	10	1.414299882
86	3	16	2.236177161
87	3	22	3.162393466
88	3	28	4.123224051
89	3	34	5.099139213
90	3	5	2
91	3	11	2.236122572
92	3	17	2.828513443
93	3	23	3.605652845
94	3	29	4.472245139
95	3	35	5.385278147
96	3	6	3
97	3	12	3.162316265
98	3	18	3.605618989
99	3	24	4.242727005
100	3	30	5.000097657
101	3	36	5.83105657
102	4	1	3.00012207
103	4	7	3.162432069
104	4	13	3.605720556
105	4	19	4.24281332
106	4	25	5.000170898
107	4	31	5.831119374
108	4	2	2
109	4	8	2.236122571
110	4	14	2.828513442
111	4	20	3.605652844
112	4	26	4.472245138
113	4	32	5.385278147
114	4	3	1
115	4	9	1.414299882
116	4	15	2.236177161
117	4	21	3.162393466
118	4	27	4.123224051
119	4	33	5.099139213
120	4	10	1.00012207
121	4	16	2.00012207
122	4	22	3.00012207
123	4	28	4.00012207
124	4	34	5.00012207
125	4	5	1.000000001
126	4	11	1.414299882
127	4	17	2.236177161
128	4	23	3.162393466
129	4	29	4.123224052
130	4	35	5.099139214
131	4	6	2
132	4	12	2.236122572
133	4	18	2.828513443
134	4	24	3.605652845
135	4	30	4.472245139
136	4	36	5.385278147
137	5	1	4.00012207
138	5	7	4.123253659
139	5	13	4.47229973
140	5	19	5.000170898
141	5	25	5.657026883
142	5	2	3
143	5	8	3.162316265
144	5	14	3.605618989
145	5	20	4.242727005
146	5	26	5.000097657
147	5	32	5.83105657
148	5	3	2
149	5	9	2.236122572
150	5	15	2.828513443
151	5	21	3.605652845
152	5	27	4.472245139
153	5	33	5.385278147
154	5	4	1.000000001
155	5	10	1.414299882
156	5	16	2.236177161
157	5	22	3.162393466
158	5	28	4.123224052
159	5	34	5.099139214
160	5	11	1.00012207
161	5	17	2.00012207
162	5	23	3.00012207
163	5	29	4.00012207
164	5	35	5.00012207
165	5	6	1
166	5	12	1.414299882
167	5	18	2.236177161
168	5	24	3.162393466
169	5	30	4.123224051
170	5	36	5.099139213
171	6	1	5.00012207
172	6	7	5.099163154
173	6	13	5.385323483
