p29,p2093,9.400345261073E-4
p29,p647,0.0010701654661052998
p29,p2325,0.0011149188375383
p29,p1449,0.0011764327442173
p30,p1516,4.555018930637E-4
p30,p2291,5.431759783332E-4
p30,p2088,5.929824752358E-4
p30,p2486,6.448421502587999E-4
p30,p203,7.28493939652E-4
p30,p2587,7.322249094793E-4
p30,p91,8.232876655092999E-4
p30,p2477,8.60950542449E-4
p30,p90,9.699616286663E-4
p30,p2084,9.758969822209999E-4
p30,p2428,9.973204780700999E-4
p30,p1083,0.0010351664621678
p30,p2089,0.0010816507720814
p30,p2354,0.0010869300070359
p31,p1112,3.36088290104E-4
p31,p1697,3.36088290104E-4
p31,p1698,3.36088290104E-4
p31,p955,3.36088290104E-4
p31,p956,3.36088290104E-4
p31,p957,3.36088290104E-4
p31,p958,3.36088290104E-4
p31,p2150,3.933339889349E-4
p31,p139,4.8822723818568E-4
p31,p2149,8.208619839866799E-4
p33,p1051,2.2892207362269E-4
p34,p2301,4.77785914952E-4
p34,p2391,5.55192912062E-4
p34,p1351,6.244208822617E-4
p34,p1408,8.835469750107E-4
p34,p532,9.877536710975598E-4
p34,p1350,0.0010482814271329998
p34,p144,0.0010606847516927
p34,p1487,0.001112782217271
p34,p2501,0.0011131597572638
p35,p1769,7.159266348700001E-4
p35,p1403,8.119628021486E-4
p35,p1547,9.348988410666E-4
p35,p1986,0.001090845593771
p35,p451,0.0011306875559016
p37,p38,5.85468039994E-4
p37,p768,5.85468039994E-4
p37,p769,5.85468039994E-4
p37,p1629,5.85468039994E-4
p37,p767,7.100147473861E-4
p37,p766,0.0011073017988770999
p37,p753,0.001148793622104
p37,p754,0.001148793622104
p37,p1075,0.001148793622104
p38,p37,5.85468039994E-4
p38,p768,5.85468039994E-4
p38,p769,5.85468039994E-4
p38,p1629,5.85468039994E-4
p38,p767,7.100147473861E-4
p38,p766,0.0011073017988770999
p38,p753,0.001148793622104
p38,p754,0.001148793622104
p38,p1075,0.001148793622104
p39,p412,6.82052047812E-4
p39,p104,6.82052047812E-4
p40,p662,4.01673033735E-4
p40,p883,4.1047143176E-4
p40,p795,5.87711956945E-4
p40,p1600,7.681552347009999E-4
p40,p2147,0.001025172116634
p41,p1662,3.80420448994E-4
p42,p43,3.00407400118E-4
p43,p42,3.00407400118E-4
p44,p51,0.00111796800741727
p44,p414,0.00111796800741727
p44,p2349,0.001181064595899
p44,p1819,0.001181064595899
p45,p147,4.9915746504E-4
p45,p688,5.553066185366E-4
p45,p1257,8.751357011285999E-4
p45,p1859,0.0011702533302755998
p47,p48,6.87255187428E-4
p47,p212,6.87255187428E-4
p48,p47,6.87255187428E-4
p48,p212,6.87255187428E-4
p49,p1436,0.001015286548719
p49,p689,0.0011409113546159999
p49,p14,0.0011409113546159999
p51,p414,7.37053322038E-4
p51,p2349,8.121626526082699E-4
p51,p1819,8.121626526082699E-4
p51,p2232,9.5819849751027E-4
p51,p302,0.00107008668652127
p51,p44,0.00111796800741727
p53,p54,8.75416884503E-4
p54,p53,8.75416884503E-4
p55,p1304,5.15951953496E-4
p55,p2039,5.556926590590001E-4
p55,p1195,6.018429831062E-4
p55,p1305,6.28797137508E-4
p55,p1306,7.5127209995E-4
p55,p1718,8.116929254997E-4
p55,p1307,8.682052046345E-4
p55,p1809,0.0010998032722651999
p55,p2131,0.0011085434987455
p55,p2413,0.0011250987519657002
p56,p2094,5.090847070031E-4
p56,p2413,5.72728233545E-4
p56,p2131,5.806461120092001E-4
p56,p2105,6.256497145090999E-4
p56,p2133,7.536471971141E-4
p56,p1307,7.905195549642E-4
p56,p2099,8.566667936221E-4
p56,p1306,8.795448294747E-4
p56,p1718,8.88472442071E-4
p56,p2591,9.596880551671E-4
p56,p1305,0.0010003837731587
p56,p2295,0.0010294031823457
p56,p292,0.00107595917394802
p56,p1304,0.0011089803329286999
p57,p851,6.1474175242E-4
p57,p1915,6.1474175242E-4
p57,p1185,7.961332004080001E-4
p57,p995,9.37936658378E-4
p57,p852,0.0010542177979200001
p58,p2600,6.673590764769999E-4
p60,p1848,6.609407157159695E-4
p60,p1931,9.518185606289696E-4
p60,p1932,9.518185606289696E-4
p60,p1977,9.518185606289696E-4
p60,p1930,0.0011307799091369694
p60,p1059,0.0011307799091369694
p61,p1829,6.439162886461E-4
p61,p2313,7.26214390312E-4
p61,p2314,7.26214390312E-4
p61,p2350,7.26214390312E-4
p61,p1821,7.26214390312E-4
p61,p1822,7.26214390312E-4
p61,p243,7.71295800037E-4
p61,p267,8.474650288451E-4
p62,p1994,3.90445061926E-4
p62,p2207,3.90445061926E-4
p62,p537,5.55915740045E-4
p62,p1119,9.3135388245E-4
p62,p346,9.3135388245E-4
p62,p2285,0.0010259517717181
p63,p321,5.4005526594E-4
p65,p66,0.0011636253223182998
p68,p1463,3.2302263378410003E-4
p68,p1752,3.57726697773E-4
p68,p1052,4.1764567250109996E-4
p68,p895,4.3110374830909997E-4
p68,p1720,5.231485873151E-4
p68,p165,5.299824487653E-4
p68,p2262,5.883954306009E-4
p68,p898,6.304577679684E-4
p68,p1406,6.445776913486301E-4
p68,p233,6.681340038260999E-4
p68,p1467,6.989699675471301E-4
p68,p493,8.099267328589999E-4
p68,p79,8.972472497204E-4
p68,p78,9.919925000492E-4
p68,p2065,0.00101504780297413
p68,p1704,0.00102817128200933
p68,p2047,0.0010306362867061301
p68,p2420,0.00105171902343903
p68,p1757,0.0010770961832544301
p68,p919,0.00107862120268209
p68,p960,0.0010849483171076302
p68,p2037,0.0010990359381747301
p68,p2446,0.0011237608602783001
p68,p2012,0.0011430270417112
p68,p2046,0.00115288070046603
p68,p1898,0.00119561879875233
p69,p2396,3.9865253117430006E-4
p69,p2158,4.977036894319001E-4
p69,p2411,7.662301361899999E-4
p69,p694,7.723299965872E-4
p69,p127,7.820030569620001E-4
p69,p1703,8.069958702213001E-4
p69,p2242,8.153177354022999E-4
p69,p2302,8.510611091982999E-4
p69,p1887,8.510611091982999E-4
p69,p1919,8.510611091982999E-4
p69,p2154,8.510611091982999E-4
p69,p2581,8.646347024858E-4
p69,p663,8.830630881278001E-4
p69,p2390,8.918846517113999E-4
p69,p847,9.317123590639E-4
p69,p1716,9.431693032050999E-4
p69,p1834,0.0010112487685309999
p69,p1405,0.0010116698085008
p69,p1706,0.0010528526834539
p69,p2629,0.0010565845946267
p69,p123,0.0010565845946267
p69,p2444,0.0010612139020139
p69,p2299,0.0010848984485818999
p69,p2153,0.0010927572269898
p69,p2260,0.0011292540276308998
p69,p2161,0.0011387432105575998
p69,p897,0.001142701947185
p69,p2281,0.0011524838723849001
p69,p896,0.0011795333093305002
p69,p2058,0.001181292869563
p71,p675,2.45870985574E-4
p71,p2408,4.901207146590001E-4
p72,p2312,3.64967135044E-4
p72,p138,3.64967135044E-4
p72,p530,3.64967135044E-4
p72,p653,0.001105888386444
p72,p2362,0.0011147829875596
p73,p674,3.82482603926E-4
p77,p1342,5.87619818222E-4
p78,p919,6.2801803281889E-4
p78,p79,6.463842245148E-4
p78,p2012,6.92423871848E-4
p78,p493,7.009318994002001E-4
p78,p233,8.223597210451001E-4
p78,p895,8.251722543721E-4
p78,p2353,8.2770061569289E-4
p78,p2258,8.2770061569289E-4
p78,p164,8.432195291685901E-4
p78,p1463,9.272269095971001E-4
p78,p1752,9.831956137022E-4
p78,p68,9.919925000492E-4
p78,p1451,0.00103898564206179
p78,p1052,0.0010431145884303
p78,p1720,0.0011486175032443002
p78,p165,0.0011554513646945001
p78,p2446,0.0011630116969569
p78,p451,0.00117707080414379
p79,p493,6.061866490714E-4
p79,p78,6.463842245148E-4
p79,p233,7.276144707163E-4
p79,p895,7.304270040433E-4
p79,p919,7.3301292714769E-4
p79,p2012,7.974187661768E-4
p79,p1463,8.324816592683E-4
p79,p1752,8.884503633734001E-4
p79,p68,8.972472497204001E-4
p79,p2353,9.3269551002169E-4
p79,p2258,9.3269551002169E-4
p79,p164,9.482144234973901E-4
p79,p1052,9.483693381015E-4
p79,p1720,0.0010538722529155001
p79,p165,0.0010607061143657
p79,p2446,0.0010682664466281
p79,p2262,0.0011191190962013
p79,p1451,0.00114398053639059
p79,p898,0.0011611814335688
p79,p1406,0.00117530135694903
p81,p1216,3.177704021072E-4
p83,p1631,8.22432042012E-4
p84,p275,7.73137937876E-4
p84,p2627,7.73137937876E-4
p84,p450,7.73137937876E-4
p84,p483,7.73137937876E-4
p84,p1122,0.00103187444877
p90,p91,4.53867906637E-4
p90,p2089,4.609511189411E-4
p90,p2587,5.97778093739E-4
p90,p519,6.607882764907999E-4
p90,p2486,7.003821932475001E-4
p90,p2088,7.365867563165001E-4
p90,p2291,7.867841904091001E-4
p90,p610,8.266710662685E-4
p90,p621,8.592311766296E-4
p90,p1516,8.711309606126E-4
p90,p1341,9.0427654050313E-4
p90,p2108,9.283930737921999E-4
p90,p2322,9.446581457084999E-4
p90,p30,9.699616286663E-4
p90,p1423,0.00102755208059603
p90,p1422,0.00112127229007033
p90,p2479,0.00115316408486473
p91,p2587,4.51104130582E-4
p91,p90,4.53867906637E-4
p91,p2486,5.537082300905E-4
p91,p2089,5.655570500521E-4
p91,p2088,5.899127931595E-4
p91,p2291,6.401102272521E-4
p91,p1516,7.244569974555999E-4
p91,p519,7.653942076017999E-4
p91,p30,8.232876655092999E-4
p91,p610,9.312769973794999E-4
p91,p621,9.638371077405999E-4
p91,p1341,0.00100888247161413
p91,p2108,0.0010329990049032
p91,p2322,0.0010492640768194998
p91,p1423,0.0011321580117070297
p91,p203,0.0011913477493033
p92,p446,4.50198030968E-4
p92,p1967,4.50198030968E-4
p92,p447,5.66768971628E-4
p92,p2310,8.36942260517E-4
p95,p1068,8.93644959384E-4
p96,p2359,0.001112313391679
p97,p98,8.10434271688E-4
p97,p2359,8.66929629569E-4
p97,p99,9.916786330823E-4
p97,p1400,0.0011065255008338
p98,p99,7.189353313942999E-4
p98,p97,8.10434271688E-4
p98,p1400,8.337821991457998E-4
p98,p2359,0.0010689457412489999
p98,p2213,0.0011377621205919998
p99,p1400,2.1997715451710001E-4
p99,p2213,6.233141218943E-4
p99,p1006,7.040193397783E-4
p99,p98,7.189353313943E-4
p99,p1147,9.183069936762999E-4
p99,p1997,9.653003096293E-4
p99,p97,9.916786330822999E-4
p99,p667,0.0010706407688405
p101,p1191,5.61035564486E-4
p101,p1623,5.61035564486E-4
p101,p2631,7.63159089564E-4
p101,p1603,7.63159089564E-4
p101,p1646,7.63159089564E-4
p102,p368,0.00104449792267211
p103,p2355,0.001179627179632
p104,p39,6.82052047812E-4
p104,p412,6.82052047812E-4
p105,p533,3.41118375768E-4
p105,p579,3.41118375768E-4
p109,p2468,7.894810968690001E-4
p109,p227,9.50382965434E-4
p109,p2265,9.50830047308E-4
p110,p513,7.12418134633E-4
p110,p1190,7.513041637120001E-4
p110,p1317,8.94535996417E-4
p110,p1420,9.2127937101E-4
p113,p1141,4.05851955916E-4
p113,p942,4.05851955916E-4
p115,p695,3.67062096053E-4
p115,p1723,4.173204435381E-4
p115,p2054,5.111909402825E-4
p115,p157,6.373055497674999E-4
p116,p217,4.14825547218E-4
p116,p381,7.36785716332E-4
p116,p2459,0.0010486123045121
p117,p1849,5.654841227019999E-4
p117,p379,5.89076366725E-4
p117,p467,7.65606266966E-4
p117,p738,7.905730691430001E-4
p117,p249,9.0657985768E-4
p117,p1194,9.920711695927E-4
p118,p453,3.27082404E-6
p118,p2485,5.883218052059999E-4
p119,p2287,6.32249225769E-4
p119,p1765,6.32249225769E-4
p119,p849,7.788466500601001E-4
p119,p2500,7.80686783358E-4
p119,p2602,8.866324351821E-4
p120,p727,4.189766649584E-4
p120,p728,5.555913537824E-4
p120,p676,6.139072977333E-4
p120,p733,8.328575860809999E-4
p120,p2453,9.788813420643E-4
p120,p760,9.95684237536E-4
p120,p736,0.0010637377902210001
p120,p231,0.00114810172808
p123,p2629,2.67264893906E-4
p123,p2299,2.955787478612E-4
p123,p1834,3.039361142177E-4
p123,p2260,3.3993432691020004E-4
p123,p2161,3.494235098369E-4
p123,p2058,3.919731688423E-4
p123,p1716,3.942984441916E-4
p123,p2390,4.4096699219930004E-4
p123,p2300,4.697529832956E-4
p123,p2261,4.741339043537E-4
p123,p2302,4.749073472364E-4
p123,p1887,4.749073472364E-4
p123,p1919,4.749073472364E-4
p123,p2154,4.749073472364E-4
p123,p2242,5.017832220224E-4
p123,p1898,5.166835633722E-4
p123,p2046,5.571763758205001E-4
p123,p2581,6.045823221589E-4
p123,p2037,6.051436368818001E-4
p123,p1757,6.413929676961001E-4
p123,p1704,6.757009576872E-4
p123,p2420,6.782178774555E-4
p123,p2411,6.967932056787E-4
p123,p2065,7.235537034444001E-4
p123,p694,8.300697919575E-4
p123,p127,9.862635464407E-4
p123,p1703,0.0010112563597000001
p123,p1467,0.0010216844753894
p123,p2047,0.0010370042795804
p123,p69,0.0010565845946267
p123,p2396,0.001075131532081
p123,p898,0.0010847441459601302
p123,p1406,0.0010868117623559002
p123,p663,0.0010873235776065
p123,p960,0.0010913163099819001
p123,p2262,0.0011320201789276302
p123,p2158,0.0011741826903386
p123,p1720,0.0011880820675794301
p125,p1706,8.71684024943E-4
p125,p847,0.0010138081690949999
p126,p8,0.0011654619768330001
p127,p1703,3.984256956573E-4
p127,p663,4.744929135638E-4
p127,p1405,6.030996339367999E-4
p127,p2153,6.841870524258E-4
p127,p2411,6.959090880040001E-4
p127,p694,7.020089484012001E-4
p127,p2281,7.439136978208999E-4
p127,p2242,7.449966872163001E-4
p127,p2302,7.807400610123E-4
p127,p1887,7.807400610123E-4
p127,p1919,7.807400610123E-4
p127,p2154,7.807400610123E-4
p127,p69,7.82003056962E-4
p127,p2581,7.943136542998E-4
p127,p2396,8.005499944163001E-4
p127,p2390,8.215636035254E-4
p127,p1716,8.728482550191E-4
p127,p2158,8.996011526739E-4
p127,p1834,9.40927720345E-4
p127,p2629,9.862635464407E-4
p127,p123,9.862635464407E-4
p127,p2299,0.0010145774003959
p127,p2260,0.0010589329794449
p127,p2161,0.0010684221623716
p127,p2058,0.001110971821377
p127,p2300,0.0011887516358303001
p127,p2261,0.0011931325568884002
p129,p130,9.51980048976E-4
p129,p131,0.0010483934601838
p130,p131,3.163685500238E-4
p130,p421,7.852289840037999E-4
p130,p274,0.0010122616315608
p131,p421,7.372161623619999E-4
p131,p274,9.642488099189999E-4
p132,p130,7.762016808739E-4
p132,p131,8.726150920817001E-4
p132,p593,0.0010266610441639
p132,p877,0.0010266610441639
p132,p129,0.0010266610441639
p133,p1235,2.25108266764E-4
p133,p1303,7.725315114210001E-4
p137,p646,1.548955750542E-6
p137,p467,0.001019882958766271
p138,p2312,3.64967135044E-4
p138,p72,3.64967135044E-4
p138,p530,3.64967135044E-4
p138,p653,0.001105888386444
p138,p2362,0.0011147829875596
p139,p1112,4.8822723818568E-4
p139,p1697,4.8822723818568E-4
p139,p1698,4.8822723818568E-4
p139,p955,4.8822723818568E-4
p139,p956,4.8822723818568E-4
p139,p957,4.8822723818568E-4
p139,p958,4.8822723818568E-4
p139,p31,4.8822723818568E-4
p139,p2150,5.454729370165801E-4
p139,p2149,5.81976338657E-4
p140,p837,0.0011318319815876998
p142,p2117,4.187713982215E-4
p142,p1070,7.514208179075E-4
p142,p2138,0.001055730781364
p142,p2382,0.0010994804258295
p142,p1577,0.0011711132158999998
p142,p2610,0.001183376458602
p142,p2139,0.001183376458602
p143,p1337,3.9777490859330003E-4
p143,p2306,4.4603411252308004E-4
p143,p1760,4.6871582854638E-4
p143,p2402,5.0273989419428E-4
p143,p190,5.070417437158001E-4
p143,p2601,5.452127916993801E-4
p143,p2017,5.7752179269408E-4
p143,p2582,6.593428925893801E-4
p143,p359,6.8686522734128E-4
p143,p858,7.380161002511801E-4
p143,p1561,7.638208537978801E-4
p143,p1759,7.638208537978801E-4
p143,p1949,7.638208537978801E-4
p143,p859,7.862741554563801E-4
p143,p967,7.978450641257801E-4
p143,p360,8.481009093698E-4
p143,p860,8.545518208182E-4
p143,p1366,8.774629554655E-4
p144,p635,5.796399548634E-4
p144,p162,6.341560533344E-4
p144,p158,7.21134366916E-4
p144,p2063,8.652505790317001E-4
p144,p1950,0.0010116249835883
p144,p2060,0.0010487449988817001
p144,p2096,0.0010603677695292001
p144,p2240,0.0010858630888158
p144,p1182,0.0011429346991317
p146,p206,2.599556967001E-4
p146,p2491,3.2292853997429997E-4
p146,p237,4.077264595234E-4
p146,p2315,5.445860707604E-4
p146,p154,5.805702905318E-4
p146,p390,8.061825293071E-4
p146,p855,8.4231633321557E-4
p146,p1810,0.0010021543209158
p146,p2157,0.0010400326469083999
p146,p1804,0.0010615125984270999
p146,p1377,0.0010652274772432
p146,p1465,0.0010859080089279
p146,p1562,0.0010911888027447998
p146,p2307,0.00110776146844599
p146,p2276,0.0011231055349881
p146,p807,0.0011253367071079998
p146,p2009,0.0011392001756763
p146,p1771,0.0011594847460358998
p146,p200,0.0011696231191030998
p146,p1071,0.0011696231191030998
p147,p45,4.9915746504E-4
p147,p688,5.553066185366E-4
p147,p1257,8.751357011285999E-4
p147,p1859,0.0011702533302755998
p149,p1792,9.244795898539999E-4
p150,p6,4.7716181926E-4
p150,p815,4.7716181926E-4
p151,p388,8.021000572089999E-4
p151,p387,0.001142101117286
p152,p1271,5.52223195248E-4
p152,p1767,5.52223195248E-4
p152,p889,5.52223195248E-4
p152,p781,6.50665780333E-4
p152,p1177,6.66550765697E-4
p152,p1897,7.7304606058E-4
p152,p783,8.29147617964E-4
p152,p782,9.46398889472E-4
p152,p982,0.001167913494029
p153,p639,3.811934575966E-4
p153,p808,5.909397079006E-4
p153,p393,0.0010635920134266
p154,p2315,3.200213456894E-4
p154,p237,4.637902435604E-4
p154,p2491,5.221807646815E-4
p154,p146,5.805702905318E-4
p154,p206,6.023943715219001E-4
p154,p1810,6.97959399982E-4
p154,p1377,7.610325563094E-4
p154,p2009,8.350052547425001E-4
p154,p2403,8.999682335026002E-4
p154,p2050,9.559215819182002E-4
p154,p2010,0.0010009731977275002
p154,p2006,0.001083924677549
p154,p2277,0.0010929666452183001
p154,p191,0.001121864594755
p154,p390,0.0011486212041289
p154,p855,0.00118475500803737
p156,p1628,0.0010217310465
p157,p968,9.912024452719999E-4
p157,p969,9.912024452719999E-4
p158,p2063,4.646639589477E-4
p158,p1950,6.110383635043E-4
p158,p2060,6.481583787977E-4
p158,p2096,6.597811494452E-4
p158,p2240,6.852764687318E-4
p158,p1182,7.423480790477E-4
p158,p2418,8.834492598986E-4
p158,p2455,9.284146175815001E-4
p158,p1347,9.481621965465E-4
p158,p717,0.0010091462269486
p159,p200,6.53005961402E-4
p159,p1071,6.53005961402E-4
p160,p1346,7.2137476379E-4
p160,p2283,7.819071532081E-4
p160,p2038,0.0010810969209126002
p160,p1181,0.0011417933816031001
p161,p2275,5.09649442435E-4
p161,p2156,6.032675385552E-4
p162,p158,3.982302499016E-4
p162,p2063,5.423464620173E-4
p162,p1950,6.887208665739E-4
p162,p2060,7.258408818673E-4
p162,p2096,7.374636525148001E-4
p162,p2240,7.629589718014E-4
p162,p1182,8.200305821173E-4
p162,p2418,9.611317629682E-4
p162,p2455,0.0010060971206511
p162,p1347,0.0010258446996161
p162,p717,0.0010868287300182
p163,p1487,0.0011843862168558002
p164,p2353,5.654339588577E-4
p164,p2258,5.654339588577E-4
p164,p919,5.766892800356999E-4
p164,p1451,5.981365010832001E-4
p164,p2012,6.531882523625899E-4
p164,p451,7.362216631652001E-4
p164,p1547,8.295833321262E-4
p164,p78,8.4321952916859E-4
p164,p79,9.4821442349739E-4
p164,p493,0.00100276209838279
p164,p1403,0.0010114848586182
p164,p1769,0.0010950160631068
p164,p233,0.00112418992002769
p164,p895,0.00112700245335469
p165,p1720,3.879341930218E-4
p165,p1052,4.1427918183819997E-4
p165,p1752,4.4100928839029994E-4
p165,p2262,4.5318103630760003E-4
p165,p1463,4.8648149842939995E-4
p165,p898,4.952433736751E-4
p165,p1406,5.0936329705533E-4
p165,p68,5.299824487652999E-4
p165,p1467,5.6375557325383E-4
p165,p895,5.945626129544E-4
p165,p233,8.315928684714E-4
p165,p2065,8.7983340868083E-4
p165,p1704,8.9295688771603E-4
p165,p2047,8.9542189241283E-4
p165,p2420,9.165046291457299E-4
p165,p1757,9.4188178896113E-4
p165,p960,9.4973392281433E-4
p165,p2037,9.638215438814299E-4
p165,p493,9.733855975043E-4
p165,p2046,0.00101766630617273
p165,p1898,0.0010604044044590299
p165,p79,0.0010607061143656999
p165,p541,0.00107879308698083
p165,p2261,0.00111688161019353
p165,p2300,0.00113665184018563
p165,p2239,0.0011524386240283299
p165,p78,0.0011554513646945
p165,p2058,0.00117892801013093
p166,p160,8.22061340723E-4
p166,p1346,0.001003884851665
p166,p2283,0.0010644172410831
p167,p2415,8.17754483606E-4
p168,p1359,3.56372172978E-4
p168,p890,3.56372172978E-4
p168,p437,3.56372172978E-4
p168,p448,3.56372172978E-4
p168,p459,3.56372172978E-4
p168,p758,0.001070204855525
p168,p1709,0.001070204855525
p169,p325,3.320734126635E-4
p169,p1501,4.462866716521E-4
p169,p2234,4.89003263893E-4
p169,p1595,6.40461073427E-4
p169,p1594,6.93141573664E-4
p170,p171,4.29739344438E-4
p170,p1486,4.976119758916999E-4
p170,p1298,9.377560374737E-4
p170,p2145,9.377560374737E-4
p170,p1914,9.660615457161E-4
p171,p170,4.29739344438E-4
p171,p1486,4.976119758916999E-4
p171,p1298,9.377560374737E-4
p171,p2145,9.377560374737E-4
p171,p1914,9.660615457161E-4
p176,p867,4.87209524034E-4
p176,p445,4.87209524034E-4
p177,p2482,4.3326450688999996E-4
p177,p1397,4.3326450688999996E-4
p177,p1498,4.92589731733E-4
p177,p1111,5.97035647942E-4
p177,p2483,7.433494076485999E-4
p177,p2462,8.669123804786E-4
p177,p397,8.669123804786E-4
p177,p516,8.669123804786E-4
p177,p1368,9.603563547646E-4
p177,p2071,0.0010426986869888
p177,p517,0.0011098825195577
p179,p1619,2.3725319731933E-4
p180,p1572,7.12216767344E-4
p180,p946,7.12216767344E-4
p180,p945,7.12216767344E-4
p180,p1352,8.050936429355999E-4
p180,p2192,8.30761438042E-4
p180,p2395,0.0011945984218440001
p180,p1553,0.0011945984218440001
p180,p220,0.0011945984218440001
p182,p560,7.0020306507229E-4
p184,p1593,3.5785554479E-4
p184,p874,3.5785554479E-4
p184,p875,3.5785554479E-4
p184,p876,3.5785554479E-4
p184,p456,3.5785554479E-4
p184,p584,5.689179004922001E-4
p184,p1285,5.689179004922001E-4
p184,p1213,8.16971576186E-4
p189,p2279,5.742968720059E-4
p189,p631,5.804682657573E-4
p189,p1899,5.804682657573E-4
p189,p2003,6.393756008745001E-4
p189,p1528,7.512493819215E-4
p189,p491,0.0010308072704453
p190,p2306,3.8065021079528E-4
p190,p1760,4.0333192681858E-4
p190,p2402,4.3735599246648E-4
p190,p2601,4.7982888997157995E-4
p190,p2017,5.1213789096628E-4
p190,p2582,5.9395899086158E-4
p190,p359,6.214813256134799E-4
p190,p858,6.726321985233799E-4
p190,p1561,6.984369520700799E-4
p190,p1759,6.984369520700799E-4
p190,p1949,6.984369520700799E-4
p190,p859,7.208902537285799E-4
p190,p967,7.324611623979798E-4
p190,p360,7.827170076419998E-4
p190,p860,7.891679190903998E-4
p190,p1366,8.120790537376999E-4
p191,p719,3.9430441397240003E-4
p191,p2159,4.302994548424E-4
p191,p1705,4.600473890328E-4
p191,p2007,4.774590684617E-4
p191,p1764,5.444649661886E-4
p191,p1770,5.444649661886E-4
p191,p2135,5.444649661886E-4
p191,p2132,5.444649661886E-4
p191,p2307,5.778279257763E-4
p191,p2006,5.82811994664E-4
p191,p855,6.0497704758886E-4
p191,p2276,6.0777559546019E-4
p191,p1465,6.3260115112439E-4
p191,p2157,6.6859517453789E-4
p191,p1337,7.899464906193001E-4
p191,p143,7.97603467848E-4
p191,p2306,8.3820569454908E-4
p191,p1760,8.6088741057238E-4
p191,p2402,8.9491147622028E-4
p191,p190,8.992133257418E-4
p191,p2601,9.373843737253802E-4
p191,p2017,9.6969337472008E-4
p191,p1804,0.00101997209122119
p191,p1562,0.00104964829553889
p191,p2582,0.0010515144746153801
p191,p359,0.00107903680936728
p191,p807,0.0010837961999020898
p191,p1771,0.00111794423882999
p191,p858,0.00113018768227718
p191,p1561,0.00115599243582388
p191,p1759,0.00115599243582388
p191,p1949,0.00115599243582388
p191,p920,0.0011604849171155899
p191,p859,0.00117844573748238
p191,p967,0.0011900166461517802
p194,p912,3.2732729033541996E-4
p194,p362,5.5016537524422E-4
p194,p1188,6.279882606861199E-4
p194,p648,6.279882606861199E-4
p194,p1396,6.279882606861199E-4
p194,p1477,9.306506451374199E-4
p194,p1969,0.00108009690740622
p195,p2121,5.14259771599E-4
p195,p2067,6.139970012557E-4
p195,p254,7.419467298377001E-4
p195,p1969,9.695714233707001E-4
p196,p1410,4.157474617581E-4
p196,p28,4.157474617581E-4
p196,p951,4.157474617581E-4
p196,p2603,9.53292155876E-4
p196,p430,9.53292155876E-4
p198,p1506,9.401416045630002E-4
p200,p1071,3.38801881296E-4
p200,p159,6.53005961402E-4
p200,p206,0.001151630111493
